FECHA;I_R;IG1_R;IG2_R;IG3_R;I_C;IG1_C;IG2_C;IG3_C;U_R;UG1_R;UG2_R;UG3_R;U_C;UG1_C;UG2_C;UG3_C;IG1_R2;IG2_R2;IG3_R2;t;t2;PM10;PM10_1;PM10_2;PM10_3;PM10_4;PM10_5;PM25;PM25_1;PM25_2;PM25_3;PM25_4;PM25_5;T;T_1;T_2;T_3;P;P_1;P_2;P_3;HR;H_1;H_2;H_3;V;V_1;V_2;V_3;sen1;sen2;sen3;sen4;sen5;sen6;cos1;cos2;cos3;cos4;cos5;cos6;ene;feb;mar;abr;may;jun;jul;ago;sep;oct;nov;lu;ma;mi;ju;vi;sa;do
01-01-2013;1;0;0;1;2;0;2;0;84;31;45;8;14;1;10;3;0;0;1;1;1;31.666;39;33;34;44;31;6.6;15.8;4.2;7;7.1;4.3;21.6;16.1;17.2;16.2;0;0;0;0;52.5;54.2;57.2;57.2;3.6;5;5;5.8;0.017213356;0.034421612;0.051619667;0.068802427;0.085964799;0.103101697;0.999851839;0.999407401;0.998666816;0.997630305;0.996298175;0.99467082;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
02-01-2013;7;2;2;3;5;0;3;2;146;58;74;14;40;1;22;17;2;2;3;2;4;57.0908;31.666;39;33;34;44;11.8;6.6;15.8;4.2;7;7.1;18.8;21.6;16.1;17.2;0;0;0;0;63.2;52.5;54.2;57.2;2.9;3.6;5;5;0.034421612;0.068802427;0.103101697;0.137278772;0.171293144;0.2051045;0.999407401;0.997630305;0.99467082;0.990532452;0.985220107;0.97874008;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
03-01-2013;5;1;2;2;5;0;3;2;139;70;56;13;34;1;12;21;1;2;2;3;9;58.2775;57.0908;31.666;39;33;34;12.1;11.8;6.6;15.8;4.2;7;14.5;18.8;21.6;16.1;0;0;0;0;63.2;63.2;52.5;54.2;3.2;2.9;3.6;5;0.051619667;0.103101697;0.154308821;0.2051045;0.255353295;0.304921225;0.998666816;0.99467082;0.988022666;0.97874008;0.966847814;0.952377576;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
04-01-2013;6;3;2;1;7;0;2;5;161;86;59;16;24;0;14;10;3;2;0;4;16;54.8317;58.2775;57.0908;31.666;39;33;11.4;12.1;11.8;6.6;15.8;4.2;15.9;14.5;18.8;21.6;0;0;0;0;62.8;63.2;63.2;52.5;2.9;3.2;2.9;3.6;0.068802427;0.137278772;0.2051045;0.271958158;0.3375229;0.401487989;0.997630305;0.990532452;0.97874008;0.962309077;0.941317318;0.915864288;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
05-01-2013;0;0;0;0;0;0;0;0;177;53;111;13;17;2;8;7;0;0;0;5;25;32.0363;54.8317;58.2775;57.0908;31.666;39;4.4;11.4;12.1;11.8;6.6;15.8;19.4;15.9;14.5;18.8;0;0;0;0;53.8;62.8;63.2;63.2;4;2.9;3.2;2.9;0.085964799;0.171293144;0.255353295;0.3375229;0.417193603;0.49377555;0.996298175;0.985220107;0.966847814;0.941317318;0.908817637;0.869589389;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
06-01-2013;2;1;0;1;2;0;0;2;165;71;82;12;12;0;7;5;1;0;1;6;36;33.0622;32.0363;54.8317;58.2775;57.0908;31.666;5.4;4.4;11.4;12.1;11.8;6.6;16.5;19.4;15.9;14.5;1.7;0;0;0;64.8;53.8;62.8;63.2;6.8;4;2.9;3.2;0.103101697;0.2051045;0.304921225;0.401487989;0.49377555;0.580800273;0.99467082;0.97874008;0.952377576;0.915864288;0.869589389;0.814046094;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
07-01-2013;3;2;0;1;6;0;3;3;129;55;62;12;35;0;21;14;2;0;0;7;49;26.8524;33.0622;32.0363;54.8317;58.2775;57.0908;7.1;5.4;4.4;11.4;12.1;11.8;17.2;16.5;19.4;15.9;0;1.7;0;0;61;64.8;53.8;62.8;4.3;6.8;4;2.9;0.120208045;0.238672766;0.353676122;0.463550271;0.566701756;0.661634618;0.992748722;0.971100052;0.935367949;0.886070622;0.823923006;0.749826401;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
08-01-2013;2;0;1;1;5;0;3;2;153;67;69;17;29;0;17;12;0;0;1;8;64;42.6666;26.8524;33.0622;32.0363;54.8317;58.2775;6.9;7.1;5.4;4.4;11.4;12.1;16.1;17.2;16.5;19.4;0;0;1.7;0;59;61;64.8;53.8;5;4.3;6.8;4;0.137278772;0.271958158;0.401487989;0.523415607;0.635432301;0.735417023;0.990532452;0.962309077;0.915864288;0.852077521;0.772156584;0.677614789;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
09-01-2013;6;3;0;3;3;0;0;3;122;50;63;9;21;0;14;7;3;0;3;9;81;46.7083;42.6666;26.8524;33.0622;32.0363;54.8317;4.3;6.9;7.1;5.4;4.4;11.4;19.8;16.1;17.2;16.5;0;0;0;1.7;55;59;61;64.8;6.1;5;4.3;6.8;0.154308821;0.304921225;0.448229342;0.580800273;0.699458327;0.801361088;0.988022666;0.952377576;0.893918597;0.814046094;0.714673386;0.598180914;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
10-01-2013;2;2;0;0;4;0;2;2;111;46;56;9;24;0;16;8;2;0;0;10;100;47.6487;46.7083;42.6666;26.8524;33.0622;32.0363;9.9;4.3;6.9;7.1;5.4;4.4;21.6;19.8;16.1;17.2;0;0;0;0;60.2;55;59;61;5.4;6.1;5;4.3;0.171293144;0.3375229;0.49377555;0.635432301;0.758305808;0.858763958;0.985220107;0.941317318;0.869589389;0.772156584;0.651898996;0.512371412;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11-01-2013;7;1;2;4;1;0;1;0;114;51;48;15;27;0;17;10;1;1;3;11;121;66.7842;47.6487;46.7083;42.6666;26.8524;33.0622;13.8;9.9;4.3;6.9;7.1;5.4;18.7;21.6;19.8;16.1;0;0;0;0;68;60.2;55;59;5.4;5.4;6.1;5;0.18822671;0.369724543;0.538005172;0.687052767;0.811539059;0.907013813;0.982125606;0.929141411;0.842941537;0.726607525;0.584298174;0.421100871;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
12-01-2013;3;1;0;2;1;0;0;1;120;59;43;18;26;0;19;7;1;0;2;12;144;45.1949;66.7842;47.6487;46.7083;42.6666;26.8524;9.4;13.8;9.9;4.3;6.9;7.1;19.1;18.7;21.6;19.8;0;0;0;0;61;68;60.2;55;4.7;5.4;5.4;6.1;0.2051045;0.401487989;0.580800273;0.735417023;0.858763958;0.945596387;0.97874008;0.915864288;0.814046094;0.677614789;0.512371412;0.325342085;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
13-01-2013;1;0;0;1;1;0;1;0;106;38;52;16;25;0;14;11;0;0;0;13;169;33.7737;45.1949;66.7842;47.6487;46.7083;42.6666;7;9.4;13.8;9.9;4.3;6.9;21.1;19.1;18.7;21.6;0;0;0;0;65.8;61;68;60.2;4.3;4.7;5.4;5.4;0.221921513;0.432775593;0.622046748;0.780295851;0.89963087;0.974100455;0.975064532;0.901501684;0.782980104;0.625410573;0.436651232;0.226115686;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14-01-2013;5;3;1;1;2;0;0;2;106;48;49;9;34;0;27;7;3;1;1;14;196;52.4537;33.7737;45.1949;66.7842;47.6487;46.7083;10.9;7;9.4;13.8;9.9;4.3;20;21.1;19.1;18.7;0;0;0;0;59.8;65.8;61;68;4;4.3;4.7;5.4;0.238672766;0.463550271;0.661634618;0.821476553;0.933837229;0.992222209;0.971100052;0.886070622;0.749826401;0.570242293;0.357698239;0.124479264;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
15-01-2013;2;0;0;2;7;0;5;2;97;53;35;9;29;1;16;12;0;0;2;15;225;63.1407;52.4537;33.7737;45.1949;66.7842;47.6487;13.1;10.9;7;9.4;13.8;9.9;18.9;20;21.1;19.1;0;0;0;0;71.5;59.8;65.8;61;2.5;4;4.3;4.7;0.255353295;0.49377555;0.699458327;0.858763958;0.961129784;0.999768502;0.966847814;0.869589389;0.714673386;0.512371412;0.276096973;0.021516097;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
16-01-2013;4;0;2;2;4;0;2;2;102;40;49;13;20;0;12;8;0;2;1;16;256;72.097;63.1407;52.4537;33.7737;45.1949;66.7842;14.9;13.1;10.9;7;9.4;13.8;21;18.9;20;21.1;0;0;0;0;53;71.5;59.8;65.8;4;2.5;4;4.3;0.271958158;0.523415607;0.735417023;0.891981346;0.98130647;0.996658902;0.962309077;0.852077521;0.677614789;0.452072204;0.192451582;-0.081676395;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
17-01-2013;5;0;2;3;3;0;2;1;113;64;39;10;15;0;9;6;0;2;3;17;289;58.3746;72.097;63.1407;52.4537;33.7737;45.1949;12.1;14.9;13.1;10.9;7;9.4;20.8;21;18.9;20;0;0;0;0;57.2;53;71.5;59.8;4;4;2.5;4;0.288482433;0.552435313;0.769414827;0.920971288;0.994217907;0.982926552;0.957485188;0.833555772;0.638749422;0.38963045;0.107381347;-0.183998352;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
18-01-2013;10;3;6;1;3;0;0;3;81;36;38;7;18;1;8;9;3;6;0;18;324;64.2679;58.3746;72.097;63.1407;52.4537;33.7737;14.2;12.1;14.9;13.1;10.9;7;21.6;20.8;21;18.9;0;0;0;0;61.5;57.2;53;71.5;14;4;4;2.5;0.304921225;0.580800273;0.801361088;0.945596387;0.999768502;0.958717817;0.952377576;0.814046094;0.598180914;0.325342085;0.021516097;-0.284359187;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
19-01-2013;2;1;0;1;3;0;2;1;117;51;55;11;13;0;9;4;1;0;1;19;361;62.8295;64.2679;58.3746;72.097;63.1407;52.4537;17.6;14.2;12.1;14.9;13.1;10.9;23.2;21.6;20.8;21;0;0;0;0;60.2;61.5;57.2;53;3.2;14;4;4;0.321269662;0.60847687;0.831170626;0.965739938;0.997917161;0.924290722;0.946987753;0.793571609;0.556017437;0.259511797;-0.064508449;-0.38168922;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
20-01-2013;3;0;1;2;3;0;1;2;116;55;47;14;15;0;6;9;0;1;2;20;400;40.8508;62.8295;64.2679;58.3746;72.097;63.1407;13;17.6;14.2;12.1;14.9;13.1;19.4;23.2;21.6;20.8;0;0;0;0;68.5;60.2;61.5;57.2;4.7;3.2;14;4;0.3375229;0.635432301;0.858763958;0.98130647;0.98867759;0.880012204;0.941317318;0.772156584;0.512371412;0.192451582;-0.150055398;-0.474951072;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
21-01-2013;5;1;1;3;2;0;1;1;137;60;69;8;21;0;15;6;1;1;3;21;441;37.9742;40.8508;62.8295;64.2679;58.3746;72.097;14.7;13;17.6;14.2;12.1;14.9;18.8;19.4;23.2;21.6;0;0;0;0;75.8;68.5;60.2;61.5;5;4.7;3.2;14;0.353676122;0.661634618;0.88406751;0.992222209;0.972118197;0.826354199;0.935367949;0.749826401;0.467359217;0.124479264;-0.23449139;-0.563150724;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
22-01-2013;6;3;3;0;4;0;1;3;102;46;48;8;23;1;12;10;2;3;0;22;484;54.0983;37.9742;40.8508;62.8295;64.2679;58.3746;15.2;14.7;13;17.6;14.2;12.1;20.5;18.8;19.4;23.2;0;0;0;0;61.5;75.8;68.5;60.2;2.5;5;4.7;3.2;0.369724543;0.687052767;0.907013813;0.998435421;0.94836158;0.763888613;0.929141411;0.726607525;0.421100871;0.05591699;-0.317191289;-0.645348113;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
23-01-2013;7;3;1;3;5;0;2;3;127;71;50;6;18;0;10;8;3;0;1;23;529;61.2008;54.0983;37.9742;40.8508;62.8295;64.2679;9.5;15.2;14.7;13;17.6;14.2;22.1;20.5;18.8;19.4;0;0;0;0;49.5;61.5;75.8;68.5;4.3;2.5;5;4.7;0.385663406;0.711656622;0.927541684;0.999916659;0.917583626;0.693281227;0.922639549;0.702527474;0.373719715;-0.012910296;-0.397542814;-0.72066715;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
24-01-2013;2;0;1;1;1;0;0;1;131;62;54;15;20;1;9;10;0;1;1;24;576;41.2754;61.2008;54.0983;37.9742;40.8508;62.8295;6.1;9.5;15.2;14.7;13;17.6;20;22.1;20.5;18.8;0;0;0;0;52.2;49.5;61.5;75.8;4.7;4.3;2.5;5;0.401487989;0.735417023;0.945596387;0.996658902;0.880012204;0.6152846;0.915864288;0.677614789;0.325342085;-0.081676395;-0.474951072;-0.788305056;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
25-01-2013;2;2;0;0;8;0;4;4;99;53;33;13;16;0;6;10;2;0;0;25;625;41.2446;41.2754;61.2008;54.0983;37.9742;40.8508;8.4;6.1;9.5;15.2;14.7;13;18;20;22.1;20.5;0;0;0;0;56.5;52.2;49.5;61.5;3.2;4.7;4.3;2.5;0.417193603;0.758305808;0.961129784;0.98867759;0.835925479;0.530730048;0.908817637;0.651898996;0.276096973;-0.150055398;-0.548842958;-0.847540923;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
26-01-2013;4;2;1;1;3;0;2;1;127;64;55;8;13;0;5;8;2;1;1;26;676;51.5916;41.2446;41.2754;61.2008;54.0983;37.9742;9;8.4;6.1;9.5;15.2;14.7;17.5;18;20;22.1;0;0;0;0;54.2;56.5;52.2;49.5;3.6;3.2;4.7;4.3;0.432775593;0.780295851;0.974100455;0.976010551;0.785649855;0.440518784;0.901501684;0.625410573;0.226115686;-0.21772323;-0.618671403;-0.897743394;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
27-01-2013;2;1;0;1;3;0;0;3;107;54;47;6;11;0;5;6;1;0;1;27;729;41.7125;51.5916;41.2446;41.2754;61.2008;54.0983;8.8;9;8.4;6.1;9.5;15.2;20.1;17.5;18;20;0;0;0;0;50.5;54.2;56.5;52.2;4;3.6;3.2;4.7;0.448229342;0.801361088;0.984473817;0.958717817;0.729557554;0.345612313;0.893918597;0.598180914;0.17553149;-0.284359187;-0.683919422;-0.938377392;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
28-01-2013;2;0;1;1;8;0;4;4;121;61;46;14;25;2;11;12;0;0;1;28;784;55.2496;41.7125;51.5916;41.2446;41.2754;61.2008;10.8;8.8;9;8.4;6.1;9.5;16.1;20.1;17.5;18;0;0;0;0;68.5;50.5;54.2;56.5;5;4;3.6;3.2;0.463550271;0.821476553;0.992222209;0.936881346;0.668063864;0.24702218;0.886070622;0.570242293;0.124479264;-0.349647455;-0.74410394;-0.969009826;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
29-01-2013;2;1;1;0;6;0;2;4;104;52;43;9;13;0;10;3;1;1;0;29;841;46.6691;55.2496;41.7125;51.5916;41.2446;41.2754;8.9;10.8;8.8;9;8.4;6.1;16.4;16.1;20.1;17.5;0;0;0;0;66;68.5;50.5;54.2;3.2;5;4;3.6;0.47873384;0.840618406;0.997324973;0.91060463;0.601624063;0.145799197;0.877960085;0.541627821;0.07309513;-0.413278608;-0.798779373;-0.989314204;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
30-01-2013;1;0;1;0;4;0;0;4;103;51;39;13;27;0;8;19;0;1;0;30;900;43.5842;46.6691;55.2496;41.7125;51.5916;41.2446;8.4;8.9;10.8;8.8;9;8.4;23.8;16.4;16.1;20.1;0;0;0;0;51.2;66;68.5;50.5;3.2;3.2;5;4;0.49377555;0.858763958;0.999768502;0.880012204;0.530730048;0.043022233;0.869589389;0.512371412;0.021516097;-0.474951072;-0.847540923;-0.999074115;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
31-01-2013;7;2;0;5;3;0;2;1;88;46;38;4;16;0;12;4;2;0;4;31;961;58.705;43.5842;46.6691;55.2496;41.7125;51.5916;9.6;8.4;8.9;10.8;8.8;9;19.8;23.8;16.4;16.1;0;0;0;0;48;51.2;66;68.5;3.6;3.2;3.2;5;0.508670944;0.875891705;0.999546281;0.845249057;0.455906694;-0.060213277;0.860961016;0.482507742;-0.030120305;-0.534372558;-0.890027576;-0.998185534;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
01-02-2013;2;1;0;1;4;0;1;3;111;56;45;10;22;2;9;11;1;0;1;32;1024;39.7108;58.705;43.5842;46.6691;55.2496;41.7125;8.9;9.6;8.4;8.9;10.8;8.8;17.9;19.8;23.8;16.4;0;0;0;0;68.2;48;51.2;66;3.2;3.6;3.2;3.2;0.523415607;0.891981346;0.996658902;0.806479946;0.377707965;-0.162807013;0.852077521;0.452072204;-0.081676395;-0.591261445;-0.925924777;-0.986657933;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
02-02-2013;2;1;0;1;5;0;2;3;104;53;41;10;14;0;8;6;1;0;1;33;1089;43.3625;39.7108;58.705;43.5842;46.6691;55.2496;7.4;8.9;9.6;8.4;8.9;10.8;21.5;17.9;19.8;23.8;0;0;0;0;50.8;68.2;48;51.2;4;3.2;3.6;3.2;0.538005172;0.907013813;0.991114064;0.763888613;0.296712819;-0.263665493;0.842941537;0.421100871;-0.133014707;-0.645348113;-0.954966755;-0.964614176;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
03-02-2013;1;1;0;0;3;0;2;1;94;43;42;9;21;0;14;7;1;0;0;34;1156;39.0425;43.3625;39.7108;58.705;43.5842;46.6691;10;7.4;8.9;9.6;8.4;8.9;19.4;21.5;17.9;19.8;0;0;0;0;48.5;50.8;68.2;48;4.3;4;3.2;3.6;0.552435313;0.920971288;0.982926552;0.717676914;0.213520915;-0.361713731;0.833555772;0.38963045;-0.183998352;-0.696376226;-0.976938493;-0.932289213;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
04-02-2013;3;0;3;0;5;0;4;1;120;53;57;10;26;1;17;8;0;3;0;35;1225;52.2429;39.0425;43.3625;39.7108;58.705;43.5842;7;10;7.4;8.9;9.6;8.4;20.1;19.4;21.5;17.9;0;0;0;0;53;48.5;50.8;68.2;4.7;4.3;4;3.2;0.566701756;0.933837229;0.972118197;0.668063864;0.128748177;-0.455906694;0.823923006;0.357698239;-0.23449139;-0.74410394;-0.99167732;-0.890027576;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
05-02-2013;3;0;0;3;1;0;1;0;118;60;53;5;27;1;16;10;0;0;3;36;1296;42.1437;52.2429;39.0425;43.3625;39.7108;58.705;6.9;7;10;7.4;8.9;9.6;22.9;20.1;19.4;21.5;0;0;0;0;56.5;53;48.5;50.8;4;4.7;4.3;4;0.580800273;0.945596387;0.958717817;0.6152846;0.043022233;-0.545240439;0.814046094;0.325342085;-0.284359187;-0.788305056;-0.999074115;-0.838279705;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
06-02-2013;4;3;1;0;1;0;1;0;105;45;51;9;21;0;10;11;3;0;0;37;1369;50.9879;42.1437;52.2429;39.0425;43.3625;39.7108;10.3;6.9;7;10;7.4;8.9;21.3;22.9;20.1;19.4;0;0;0;0;54.8;56.5;53;48.5;3.6;4;4.7;4.3;0.594726687;0.956234827;0.942761143;0.559589262;-0.043022233;-0.628762815;0.803927962;0.292600336;-0.333468779;-0.828770087;-0.999074115;-0.777597147;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
07-02-2013;6;2;1;3;3;0;2;1;109;52;50;7;33;0;16;17;2;1;3;38;1444;72.1183;50.9879;42.1437;52.2429;39.0425;43.3625;16.2;10.3;6.9;7;10;7.4;23.4;21.3;22.9;20.1;0;0;0;0;48;54.8;56.5;53;3.6;3.6;4;4.7;0.60847687;0.965739938;0.924290722;0.501241813;-0.128748177;-0.70558361;0.793571609;0.259511797;-0.38168922;-0.865307254;-0.99167732;-0.708626678;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
08-02-2013;3;0;1;2;6;0;2;4;87;45;35;7;22;1;8;13;0;1;1;39;1521;70.4016;72.1183;50.9879;42.1437;52.2429;39.0425;15.2;16.2;10.3;6.9;7;10;21;23.4;21.3;22.9;0;0;0;0;63;48;54.8;56.5;5.4;3.6;3.6;4;0.622046748;0.974100455;0.903355802;0.440518784;-0.213520915;-0.774884041;0.782980104;0.226115686;-0.428891938;-0.897743394;-0.976938493;-0.632103411;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
09-02-2013;2;0;1;1;2;0;1;1;126;60;50;16;17;0;5;12;0;1;0;40;1600;35.0525;70.4016;72.1183;50.9879;42.1437;52.2429;9.4;15.2;16.2;10.3;6.9;7;16.9;21;23.4;21.3;5.2;0;0;0;74;63;48;54.8;4.7;5.4;3.6;3.6;0.635432301;0.98130647;0.880012204;0.377707965;-0.296712819;-0.835925479;0.772156584;0.192451582;-0.474951072;-0.925924777;-0.954966755;-0.548842958;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10-02-2013;1;0;0;1;1;0;1;0;128;63;53;12;20;0;7;13;0;0;1;41;1681;9.07446;35.0525;70.4016;72.1183;50.9879;42.1437;4.8;9.4;15.2;16.2;10.3;6.9;12.8;16.9;21;23.4;2.9;5.2;0;0;82;74;63;48;6.8;4.7;5.4;3.6;0.648629561;0.987349442;0.85432217;0.313107041;-0.377707965;-0.888057323;0.761104259;0.158559385;-0.519743812;-0.949717843;-0.925924777;-0.459732739;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
11-02-2013;3;2;0;1;4;0;2;2;116;62;43;11;24;2;9;13;2;0;1;42;1764;11.7117;9.07446;35.0525;70.4016;72.1183;50.9879;6.3;4.8;9.4;15.2;16.2;10.3;16;12.8;16.9;21;4.7;2.9;5.2;0;75.8;82;74;63;6.5;6.8;4.7;5.4;0.661634618;0.992222209;0.826354199;0.24702218;-0.455906694;-0.930723931;0.749826401;0.124479264;-0.563150724;-0.969009826;-0.890027576;-0.365722523;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
12-02-2013;5;1;3;1;3;0;0;3;123;50;66;7;26;2;13;11;1;3;1;43;1849;16.3408;11.7117;9.07446;35.0525;70.4016;72.1183;6;6.3;4.8;9.4;15.2;16.2;18.7;16;12.8;16.9;0;4.7;2.9;5.2;64.5;75.8;82;74;5;6.5;6.8;4.7;0.674443619;0.995918996;0.796182864;0.179766586;-0.530730048;-0.963470549;0.738326354;0.09025161;-0.60505607;-0.983709294;-0.847540923;-0.267814305;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
13-02-2013;5;1;3;1;4;0;1;3;97;47;39;11;30;0;15;15;1;3;0;44;1936;28.9937;16.3408;11.7117;9.07446;35.0525;70.4016;7.9;6;6.3;4.8;9.4;15.2;15.8;18.7;16;12.8;0;0;4.7;2.9;63;64.5;75.8;82;3.2;5;6.5;6.8;0.687052767;0.998435421;0.763888613;0.111659007;-0.601624063;-0.98594815;0.726607525;0.05591699;-0.645348113;-0.99374658;-0.798779373;-0.167051626;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
14-02-2013;4;2;0;2;4;0;2;2;107;53;45;9;17;1;10;6;2;0;2;45;2025;32.2421;28.9937;16.3408;11.7117;9.07446;35.0525;9.9;7.9;6;6.3;4.8;9.4;17.6;15.8;18.7;16;0;0;0;4.7;66.8;63;64.5;75.8;3.6;3.2;5;6.5;0.699458327;0.999768502;0.729557554;0.043022233;-0.668063864;-0.997917161;0.714673386;0.021516097;-0.683919422;-0.999074115;-0.74410394;-0.064508449;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15-02-2013;3;1;1;1;6;0;4;2;83;33;42;8;24;0;15;9;1;1;1;46;2116;28.2725;32.2421;28.9937;16.3408;11.7117;9.07446;7.7;9.9;7.9;6;6.3;4.8;19.3;17.6;15.8;18.7;0;0;0;0;67.5;66.8;63;64.5;6.1;3.6;3.2;5;0.711656622;0.999916659;0.693281227;-0.02581844;-0.729557554;-0.999250011;0.702527474;-0.012910296;-0.72066715;-0.999666649;-0.683919422;0.038722281;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
16-02-2013;3;1;0;2;1;0;1;0;134;57;64;13;29;0;22;7;1;0;1;47;2209;12.2365;28.2725;32.2421;28.9937;16.3408;11.7117;5.4;7.7;9.9;7.9;6;6.3;15.1;19.3;17.6;15.8;0;0;0;0;71.5;67.5;66.8;63;7.2;6.1;3.6;3.2;0.723644038;0.998879716;0.655156357;-0.09453675;-0.785649855;-0.989932495;0.690173388;-0.047321388;-0.755493314;-0.995521372;-0.618671403;0.141540295;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
17-02-2013;2;2;0;0;4;0;1;3;130;69;49;12;30;0;15;15;2;0;0;48;2304;14.8038;12.2365;28.2725;32.2421;28.9937;16.3408;5;5.4;7.7;9.9;7.9;6;13;15.1;19.3;17.6;0;0;0;0;61;71.5;67.5;66.8;5.4;7.2;6.1;3.6;0.735417023;0.996658902;0.6152846;-0.162807013;-0.835925479;-0.970063922;0.677614789;-0.081676395;-0.788305056;-0.986657933;-0.548842958;0.242849722;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
18-02-2013;2;1;0;1;5;0;0;5;126;62;53;11;24;0;11;13;1;0;1;49;2401;18.9054;14.8038;12.2365;28.2725;32.2421;28.9937;5.8;5;5.4;7.7;9.9;7.9;15.1;13;15.1;19.3;0;0;0;0;57;61;71.5;67.5;5.8;5.4;7.2;6.1;0.746972088;0.993256849;0.573772268;-0.23030567;-0.880012204;-0.939856058;0.664855398;-0.1159346;-0.819014887;-0.973118337;-0.474951072;0.341570769;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19-02-2013;5;3;0;2;5;0;1;4;119;43;69;7;22;0;13;9;3;0;2;50;2500;34.9729;18.9054;14.8038;12.2365;28.2725;32.2421;8.7;5.8;5;5.4;7.7;9.9;16.9;15.1;13;15.1;0;0;0;0;56;57;61;71.5;4;5.8;5.4;7.2;0.758305808;0.98867759;0.530730048;-0.296712819;-0.917583626;-0.89963087;0.651898996;-0.150055398;-0.847540923;-0.954966755;-0.397542814;0.436651232;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
20-02-2013;5;0;3;2;6;0;3;3;107;50;46;11;18;0;9;9;0;3;1;51;2601;28.3004;34.9729;18.9054;14.8038;12.2365;28.2725;9.2;8.7;5.8;5;5.4;7.7;15.5;16.9;15.1;13;0;0;0;0;64.8;56;57;61;3.2;4;5.8;5.4;0.769414827;0.982926552;0.486272707;-0.361713731;-0.94836158;-0.849817092;0.638749422;-0.183998352;-0.873807104;-0.932289213;-0.317191289;0.527077709;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
21-02-2013;3;1;2;0;3;1;0;2;131;58;62;11;20;0;9;11;1;1;0;52;2704;36.8604;28.3004;34.9729;18.9054;14.8038;12.2365;12.5;9.2;8.7;5.8;5;5.4;17.3;15.5;16.9;15.1;0;0;0;0;63.8;64.8;56;57;4.7;3.2;4;5.8;0.780295851;0.976010551;0.440518784;-0.42500034;-0.972118197;-0.790945657;0.625410573;-0.21772323;-0.897743394;-0.90519319;-0.23449139;0.611886401;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
